# Water_Temp.Temp,_°C_(LGR_S_N__2003431,_SEN_S_N__2003431)@WRST-039.EntireRecord.csv generated at 2024-02-21 17:03:21 (UTC-05:00) by AQUARIUS Time-Series 22.4.180.0
# 
# Time-series identifier: Water Temp.Temp, °C (LGR S/N: 2003431, SEN S/N: 2003431)@WRST-039
# Location: Caribou Creek @ culvert
# UTC offset: (UTC-08:00)
# Value units: degC
# Value parameter: Water Temp
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from Beginning of Record to End of Record
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-08:00),Value,Approval Level,Grade,Qualifiers
2008-05-22T04:20:00Z,2008-05-21 20:20:00,5.565,Approved,-1,
2008-05-22T04:28:00Z,2008-05-21 20:28:00,5.514,Approved,-1,
2008-05-22T04:36:00Z,2008-05-21 20:36:00,5.437,Approved,-1,
2008-05-22T04:44:00Z,2008-05-21 20:44:00,5.36,Approved,-1,
2008-05-22T04:52:00Z,2008-05-21 20:52:00,5.308,Approved,-1,
2008-05-22T05:00:00Z,2008-05-21 21:00:00,5.205,Approved,-1,
2008-05-22T05:08:00Z,2008-05-21 21:08:00,5.128,Approved,-1,
2008-05-22T05:16:00Z,2008-05-21 21:16:00,5.05,Approved,-1,
2008-05-22T05:24:00Z,2008-05-21 21:24:00,4.973,Approved,-1,
2008-05-22T05:32:00Z,2008-05-21 21:32:00,4.895,Approved,-1,
2008-05-22T05:40:00Z,2008-05-21 21:40:00,4.818,Approved,-1,
2008-05-22T05:48:00Z,2008-05-21 21:48:00,4.74,Approved,-1,
2008-05-22T05:56:00Z,2008-05-21 21:56:00,4.662,Approved,-1,
2008-05-22T06:04:00Z,2008-05-21 22:04:00,4.584,Approved,-1,
2008-05-22T06:12:00Z,2008-05-21 22:12:00,4.506,Approved,-1,
2008-05-22T06:20:00Z,2008-05-21 22:20:00,4.428,Approved,-1,
2008-05-22T06:28:00Z,2008-05-21 22:28:00,4.35,Approved,-1,
2008-05-22T06:36:00Z,2008-05-21 22:36:00,4.272,Approved,-1,
2008-05-22T06:44:00Z,2008-05-21 22:44:00,4.22,Approved,-1,
2008-05-22T06:52:00Z,2008-05-21 22:52:00,4.141,Approved,-1,
2008-05-22T07:00:00Z,2008-05-21 23:00:00,4.089,Approved,-1,
2008-05-22T07:08:00Z,2008-05-21 23:08:00,4.011,Approved,-1,
2008-05-22T07:16:00Z,2008-05-21 23:16:00,3.958,Approved,-1,
2008-05-22T07:24:00Z,2008-05-21 23:24:00,3.906,Approved,-1,
2008-05-22T07:32:00Z,2008-05-21 23:32:00,3.827,Approved,-1,
2008-05-22T07:40:00Z,2008-05-21 23:40:00,3.749,Approved,-1,
2008-05-22T07:48:00Z,2008-05-21 23:48:00,3.67,Approved,-1,
2008-05-22T07:56:00Z,2008-05-21 23:56:00,3.591,Approved,-1,
2008-05-22T08:04:00Z,2008-05-22 00:04:00,3.512,Approved,-1,
2008-05-22T08:12:00Z,2008-05-22 00:12:00,3.433,Approved,-1,
2008-05-22T08:20:00Z,2008-05-22 00:20:00,3.354,Approved,-1,
2008-05-22T08:28:00Z,2008-05-22 00:28:00,3.248,Approved,-1,
2008-05-22T08:36:00Z,2008-05-22 00:36:00,3.168,Approved,-1,
2008-05-22T08:44:00Z,2008-05-22 00:44:00,3.063,Approved,-1,
2008-05-22T08:52:00Z,2008-05-22 00:52:00,2.983,Approved,-1,
2008-05-22T09:00:00Z,2008-05-22 01:00:00,2.903,Approved,-1,
2008-05-22T09:08:00Z,2008-05-22 01:08:00,2.797,Approved,-1,
2008-05-22T09:16:00Z,2008-05-22 01:16:00,2.717,Approved,-1,
2008-05-22T09:24:00Z,2008-05-22 01:24:00,2.637,Approved,-1,
2008-05-22T09:32:00Z,2008-05-22 01:32:00,2.557,Approved,-1,
2008-05-22T09:40:00Z,2008-05-22 01:40:00,2.477,Approved,-1,
2008-05-22T09:48:00Z,2008-05-22 01:48:00,2.423,Approved,-1,
2008-05-22T09:56:00Z,2008-05-22 01:56:00,2.343,Approved,-1,
2008-05-22T10:04:00Z,2008-05-22 02:04:00,2.262,Approved,-1,
2008-05-22T10:12:00Z,2008-05-22 02:12:00,2.182,Approved,-1,
2008-05-22T10:20:00Z,2008-05-22 02:20:00,2.128,Approved,-1,
2008-05-22T10:28:00Z,2008-05-22 02:28:00,2.047,Approved,-1,
2008-05-22T10:36:00Z,2008-05-22 02:36:00,1.994,Approved,-1,
2008-05-22T10:44:00Z,2008-05-22 02:44:00,1.94,Approved,-1,
2008-05-22T10:52:00Z,2008-05-22 02:52:00,1.859,Approved,-1,
2008-05-22T11:00:00Z,2008-05-22 03:00:00,1.805,Approved,-1,
2008-05-22T11:08:00Z,2008-05-22 03:08:00,1.751,Approved,-1,
2008-05-22T11:16:00Z,2008-05-22 03:16:00,1.697,Approved,-1,
2008-05-22T11:24:00Z,2008-05-22 03:24:00,1.615,Approved,-1,
2008-05-22T11:32:00Z,2008-05-22 03:32:00,1.561,Approved,-1,
2008-05-22T11:40:00Z,2008-05-22 03:40:00,1.534,Approved,-1,
2008-05-22T11:48:00Z,2008-05-22 03:48:00,1.48,Approved,-1,
2008-05-22T11:56:00Z,2008-05-22 03:56:00,1.453,Approved,-1,
2008-05-22T12:04:00Z,2008-05-22 04:04:00,1.398,Approved,-1,
2008-05-22T12:12:00Z,2008-05-22 04:12:00,1.371,Approved,-1,
2008-05-22T12:20:00Z,2008-05-22 04:20:00,1.317,Approved,-1,
2008-05-22T12:28:00Z,2008-05-22 04:28:00,1.289,Approved,-1,
2008-05-22T12:36:00Z,2008-05-22 04:36:00,1.262,Approved,-1,
2008-05-22T12:44:00Z,2008-05-22 04:44:00,1.235,Approved,-1,
2008-05-22T12:52:00Z,2008-05-22 04:52:00,1.208,Approved,-1,
2008-05-22T13:00:00Z,2008-05-22 05:00:00,1.18,Approved,-1,
2008-05-22T13:08:00Z,2008-05-22 05:08:00,1.18,Approved,-1,
2008-05-22T13:16:00Z,2008-05-22 05:16:00,1.153,Approved,-1,
2008-05-22T13:24:00Z,2008-05-22 05:24:00,1.153,Approved,-1,
2008-05-22T13:32:00Z,2008-05-22 05:32:00,1.126,Approved,-1,
2008-05-22T13:40:00Z,2008-05-22 05:40:00,1.126,Approved,-1,
2008-05-22T13:48:00Z,2008-05-22 05:48:00,1.126,Approved,-1,
2008-05-22T13:56:00Z,2008-05-22 05:56:00,1.126,Approved,-1,
2008-05-22T14:04:00Z,2008-05-22 06:04:00,1.126,Approved,-1,
2008-05-22T14:12:00Z,2008-05-22 06:12:00,1.099,Approved,-1,
2008-05-22T14:20:00Z,2008-05-22 06:20:00,1.099,Approved,-1,
2008-05-22T14:28:00Z,2008-05-22 06:28:00,1.099,Approved,-1,
2008-05-22T14:36:00Z,2008-05-22 06:36:00,1.099,Approved,-1,
2008-05-22T14:44:00Z,2008-05-22 06:44:00,1.099,Approved,-1,
2008-05-22T14:52:00Z,2008-05-22 06:52:00,1.071,Approved,-1,
2008-05-22T15:00:00Z,2008-05-22 07:00:00,1.099,Approved,-1,
2008-05-22T15:08:00Z,2008-05-22 07:08:00,1.099,Approved,-1,
2008-05-22T15:16:00Z,2008-05-22 07:16:00,1.126,Approved,-1,
2008-05-22T15:24:00Z,2008-05-22 07:24:00,1.126,Approved,-1,
2008-05-22T15:32:00Z,2008-05-22 07:32:00,1.153,Approved,-1,
2008-05-22T15:40:00Z,2008-05-22 07:40:00,1.18,Approved,-1,
2008-05-22T15:48:00Z,2008-05-22 07:48:00,1.18,Approved,-1,
2008-05-22T15:56:00Z,2008-05-22 07:56:00,1.235,Approved,-1,
2008-05-22T16:04:00Z,2008-05-22 08:04:00,1.289,Approved,-1,
2008-05-22T16:12:00Z,2008-05-22 08:12:00,1.289,Approved,-1,
2008-05-22T16:20:00Z,2008-05-22 08:20:00,1.344,Approved,-1,
2008-05-22T16:28:00Z,2008-05-22 08:28:00,1.398,Approved,-1,
2008-05-22T16:36:00Z,2008-05-22 08:36:00,1.425,Approved,-1,
2008-05-22T16:44:00Z,2008-05-22 08:44:00,1.48,Approved,-1,
2008-05-22T16:52:00Z,2008-05-22 08:52:00,1.561,Approved,-1,
2008-05-22T17:00:00Z,2008-05-22 09:00:00,1.588,Approved,-1,
2008-05-22T17:08:00Z,2008-05-22 09:08:00,1.697,Approved,-1,
2008-05-22T17:16:00Z,2008-05-22 09:16:00,1.751,Approved,-1,
2008-05-22T17:24:00Z,2008-05-22 09:24:00,1.832,Approved,-1,
2008-05-22T17:32:00Z,2008-05-22 09:32:00,1.832,Approved,-1,
2008-05-22T17:40:00Z,2008-05-22 09:40:00,1.94,Approved,-1,
2008-05-22T17:48:00Z,2008-05-22 09:48:00,1.994,Approved,-1,
2008-05-22T17:56:00Z,2008-05-22 09:56:00,2.101,Approved,-1,
2008-05-22T18:04:00Z,2008-05-22 10:04:00,2.182,Approved,-1,
2008-05-22T18:12:00Z,2008-05-22 10:12:00,2.262,Approved,-1,
2008-05-22T18:20:00Z,2008-05-22 10:20:00,2.37,Approved,-1,
2008-05-22T18:28:00Z,2008-05-22 10:28:00,2.53,Approved,-1,
2008-05-22T18:36:00Z,2008-05-22 10:36:00,2.637,Approved,-1,
2008-05-22T18:44:00Z,2008-05-22 10:44:00,2.744,Approved,-1,
2008-05-22T18:52:00Z,2008-05-22 10:52:00,2.903,Approved,-1,
2008-05-22T19:00:00Z,2008-05-22 11:00:00,3.009,Approved,-1,
2008-05-22T19:08:00Z,2008-05-22 11:08:00,3.036,Approved,-1,
2008-05-22T19:16:00Z,2008-05-22 11:16:00,3.009,Approved,-1,
2008-05-22T19:24:00Z,2008-05-22 11:24:00,3.009,Approved,-1,
2008-05-22T19:32:00Z,2008-05-22 11:32:00,3.195,Approved,-1,
2008-05-22T19:40:00Z,2008-05-22 11:40:00,3.274,Approved,-1,
2008-05-22T19:48:00Z,2008-05-22 11:48:00,3.38,Approved,-1,
2008-05-22T19:56:00Z,2008-05-22 11:56:00,3.538,Approved,-1,
2008-05-22T20:04:00Z,2008-05-22 12:04:00,3.643,Approved,-1,
2008-05-22T20:12:00Z,2008-05-22 12:12:00,3.722,Approved,-1,
2008-05-22T20:20:00Z,2008-05-22 12:20:00,3.749,Approved,-1,
2008-05-22T20:28:00Z,2008-05-22 12:28:00,3.696,Approved,-1,
2008-05-22T20:36:00Z,2008-05-22 12:36:00,3.696,Approved,-1,
2008-05-22T20:44:00Z,2008-05-22 12:44:00,3.854,Approved,-1,
2008-05-22T20:52:00Z,2008-05-22 12:52:00,3.985,Approved,-1,
2008-05-22T21:00:00Z,2008-05-22 13:00:00,4.141,Approved,-1,
2008-05-22T21:08:00Z,2008-05-22 13:08:00,4.246,Approved,-1,
2008-05-22T21:16:00Z,2008-05-22 13:16:00,4.298,Approved,-1,
2008-05-22T21:24:00Z,2008-05-22 13:24:00,4.324,Approved,-1,
2008-05-22T21:32:00Z,2008-05-22 13:32:00,4.376,Approved,-1,
2008-05-22T21:40:00Z,2008-05-22 13:40:00,4.454,Approved,-1,
2008-05-22T21:48:00Z,2008-05-22 13:48:00,4.558,Approved,-1,
2008-05-22T21:56:00Z,2008-05-22 13:56:00,4.74,Approved,-1,
2008-05-22T22:04:00Z,2008-05-22 14:04:00,4.818,Approved,-1,
2008-05-22T22:12:00Z,2008-05-22 14:12:00,4.818,Approved,-1,
2008-05-22T22:20:00Z,2008-05-22 14:20:00,4.844,Approved,-1,
2008-05-22T22:28:00Z,2008-05-22 14:28:00,4.921,Approved,-1,
2008-05-22T22:36:00Z,2008-05-22 14:36:00,5.05,Approved,-1,
2008-05-22T22:44:00Z,2008-05-22 14:44:00,5.154,Approved,-1,
2008-05-22T22:52:00Z,2008-05-22 14:52:00,5.154,Approved,-1,
2008-05-22T23:00:00Z,2008-05-22 15:00:00,5.205,Approved,-1,
2008-05-22T23:08:00Z,2008-05-22 15:08:00,5.282,Approved,-1,
2008-05-22T23:16:00Z,2008-05-22 15:16:00,5.308,Approved,-1,
2008-05-22T23:24:00Z,2008-05-22 15:24:00,5.334,Approved,-1,
2008-05-22T23:32:00Z,2008-05-22 15:32:00,5.385,Approved,-1,
2008-05-22T23:40:00Z,2008-05-22 15:40:00,5.437,Approved,-1,
2008-05-22T23:48:00Z,2008-05-22 15:48:00,5.514,Approved,-1,
2008-05-22T23:56:00Z,2008-05-22 15:56:00,5.642,Approved,-1,
2008-05-23T00:04:00Z,2008-05-22 16:04:00,5.745,Approved,-1,
2008-05-23T00:12:00Z,2008-05-22 16:12:00,5.821,Approved,-1,
2008-05-23T00:20:00Z,2008-05-22 16:20:00,5.898,Approved,-1,
2008-05-23T00:28:00Z,2008-05-22 16:28:00,6.026,Approved,-1,
2008-05-23T00:36:00Z,2008-05-22 16:36:00,6.153,Approved,-1,
2008-05-23T00:44:00Z,2008-05-22 16:44:00,6.306,Approved,-1,
2008-05-23T00:52:00Z,2008-05-22 16:52:00,6.433,Approved,-1,
2008-05-23T01:00:00Z,2008-05-22 17:00:00,6.56,Approved,-1,
2008-05-23T01:08:00Z,2008-05-22 17:08:00,6.687,Approved,-1,
2008-05-23T01:16:00Z,2008-05-22 17:16:00,6.763,Approved,-1,
2008-05-23T01:24:00Z,2008-05-22 17:24:00,6.839,Approved,-1,
2008-05-23T01:32:00Z,2008-05-22 17:32:00,6.914,Approved,-1,
2008-05-23T01:40:00Z,2008-05-22 17:40:00,6.965,Approved,-1,
2008-05-23T01:48:00Z,2008-05-22 17:48:00,6.99,Approved,-1,
2008-05-23T01:56:00Z,2008-05-22 17:56:00,7.015,Approved,-1,
2008-05-23T02:04:00Z,2008-05-22 18:04:00,7.015,Approved,-1,
2008-05-23T02:12:00Z,2008-05-22 18:12:00,7.015,Approved,-1,
2008-05-23T02:20:00Z,2008-05-22 18:20:00,6.99,Approved,-1,
2008-05-23T02:28:00Z,2008-05-22 18:28:00,6.965,Approved,-1,
2008-05-23T02:36:00Z,2008-05-22 18:36:00,6.914,Approved,-1,
2008-05-23T02:44:00Z,2008-05-22 18:44:00,6.864,Approved,-1,
2008-05-23T02:52:00Z,2008-05-22 18:52:00,6.788,Approved,-1,
2008-05-23T03:00:00Z,2008-05-22 19:00:00,6.712,Approved,-1,
2008-05-23T03:08:00Z,2008-05-22 19:08:00,6.636,Approved,-1,
2008-05-23T03:16:00Z,2008-05-22 19:16:00,6.535,Approved,-1,
2008-05-23T03:24:00Z,2008-05-22 19:24:00,6.433,Approved,-1,
2008-05-23T03:32:00Z,2008-05-22 19:32:00,6.331,Approved,-1,
2008-05-23T03:40:00Z,2008-05-22 19:40:00,6.204,Approved,-1,
2008-05-23T03:48:00Z,2008-05-22 19:48:00,6.102,Approved,-1,
2008-05-23T03:56:00Z,2008-05-22 19:56:00,6,Approved,-1,
2008-05-23T04:04:00Z,2008-05-22 20:04:00,5.898,Approved,-1,
2008-05-23T04:12:00Z,2008-05-22 20:12:00,5.77,Approved,-1,
2008-05-23T04:20:00Z,2008-05-22 20:20:00,5.668,Approved,-1,
2008-05-23T04:28:00Z,2008-05-22 20:28:00,5.565,Approved,-1,
2008-05-23T04:36:00Z,2008-05-22 20:36:00,5.462,Approved,-1,
2008-05-23T04:44:00Z,2008-05-22 20:44:00,5.36,Approved,-1,
2008-05-23T04:52:00Z,2008-05-22 20:52:00,5.231,Approved,-1,
2008-05-23T05:00:00Z,2008-05-22 21:00:00,5.102,Approved,-1,
2008-05-23T05:08:00Z,2008-05-22 21:08:00,4.973,Approved,-1,
2008-05-23T05:16:00Z,2008-05-22 21:16:00,4.869,Approved,-1,
2008-05-23T05:24:00Z,2008-05-22 21:24:00,4.74,Approved,-1,
2008-05-23T05:32:00Z,2008-05-22 21:32:00,4.61,Approved,-1,
2008-05-23T05:40:00Z,2008-05-22 21:40:00,4.48,Approved,-1,
2008-05-23T05:48:00Z,2008-05-22 21:48:00,4.376,Approved,-1,
2008-05-23T05:56:00Z,2008-05-22 21:56:00,4.246,Approved,-1,
2008-05-23T06:04:00Z,2008-05-22 22:04:00,4.115,Approved,-1,
2008-05-23T06:12:00Z,2008-05-22 22:12:00,4.011,Approved,-1,
2008-05-23T06:20:00Z,2008-05-22 22:20:00,3.88,Approved,-1,
2008-05-23T06:28:00Z,2008-05-22 22:28:00,3.775,Approved,-1,
2008-05-23T06:36:00Z,2008-05-22 22:36:00,3.643,Approved,-1,
2008-05-23T06:44:00Z,2008-05-22 22:44:00,3.538,Approved,-1,
2008-05-23T06:52:00Z,2008-05-22 22:52:00,3.433,Approved,-1,
2008-05-23T07:00:00Z,2008-05-22 23:00:00,3.327,Approved,-1,
2008-05-23T07:08:00Z,2008-05-22 23:08:00,3.221,Approved,-1,
2008-05-23T07:16:00Z,2008-05-22 23:16:00,3.116,Approved,-1,
2008-05-23T07:24:00Z,2008-05-22 23:24:00,3.009,Approved,-1,
2008-05-23T07:32:00Z,2008-05-22 23:32:00,2.903,Approved,-1,
2008-05-23T07:40:00Z,2008-05-22 23:40:00,2.823,Approved,-1,
2008-05-23T07:48:00Z,2008-05-22 23:48:00,2.717,Approved,-1,
2008-05-23T07:56:00Z,2008-05-22 23:56:00,2.637,Approved,-1,
2008-05-23T08:04:00Z,2008-05-23 00:04:00,2.557,Approved,-1,
2008-05-23T08:12:00Z,2008-05-23 00:12:00,2.45,Approved,-1,
2008-05-23T08:20:00Z,2008-05-23 00:20:00,2.37,Approved,-1,
2008-05-23T08:28:00Z,2008-05-23 00:28:00,2.289,Approved,-1,
2008-05-23T08:36:00Z,2008-05-23 00:36:00,2.182,Approved,-1,
2008-05-23T08:44:00Z,2008-05-23 00:44:00,2.101,Approved,-1,
2008-05-23T08:52:00Z,2008-05-23 00:52:00,1.994,Approved,-1,
2008-05-23T09:00:00Z,2008-05-23 01:00:00,1.913,Approved,-1,
2008-05-23T09:08:00Z,2008-05-23 01:08:00,1.832,Approved,-1,
2008-05-23T09:16:00Z,2008-05-23 01:16:00,1.724,Approved,-1,
2008-05-23T09:24:00Z,2008-05-23 01:24:00,1.643,Approved,-1,
2008-05-23T09:32:00Z,2008-05-23 01:32:00,1.588,Approved,-1,
2008-05-23T09:40:00Z,2008-05-23 01:40:00,1.507,Approved,-1,
2008-05-23T09:48:00Z,2008-05-23 01:48:00,1.425,Approved,-1,
2008-05-23T09:56:00Z,2008-05-23 01:56:00,1.371,Approved,-1,
2008-05-23T10:04:00Z,2008-05-23 02:04:00,1.317,Approved,-1,
2008-05-23T10:12:00Z,2008-05-23 02:12:00,1.235,Approved,-1,
2008-05-23T10:20:00Z,2008-05-23 02:20:00,1.18,Approved,-1,
2008-05-23T10:28:00Z,2008-05-23 02:28:00,1.126,Approved,-1,
2008-05-23T10:36:00Z,2008-05-23 02:36:00,1.071,Approved,-1,
2008-05-23T10:44:00Z,2008-05-23 02:44:00,1.017,Approved,-1,
2008-05-23T10:52:00Z,2008-05-23 02:52:00,0.962,Approved,-1,
2008-05-23T11:00:00Z,2008-05-23 03:00:00,0.907,Approved,-1,
2008-05-23T11:08:00Z,2008-05-23 03:08:00,0.88,Approved,-1,
2008-05-23T11:16:00Z,2008-05-23 03:16:00,0.825,Approved,-1,
2008-05-23T11:24:00Z,2008-05-23 03:24:00,0.797,Approved,-1,
2008-05-23T11:32:00Z,2008-05-23 03:32:00,0.742,Approved,-1,
2008-05-23T11:40:00Z,2008-05-23 03:40:00,0.715,Approved,-1,
2008-05-23T11:48:00Z,2008-05-23 03:48:00,0.687,Approved,-1,
2008-05-23T11:56:00Z,2008-05-23 03:56:00,0.66,Approved,-1,
2008-05-23T12:04:00Z,2008-05-23 04:04:00,0.632,Approved,-1,
2008-05-23T12:12:00Z,2008-05-23 04:12:00,0.605,Approved,-1,
2008-05-23T12:20:00Z,2008-05-23 04:20:00,0.577,Approved,-1,
2008-05-23T12:28:00Z,2008-05-23 04:28:00,0.577,Approved,-1,
2008-05-23T12:36:00Z,2008-05-23 04:36:00,0.55,Approved,-1,
2008-05-23T12:44:00Z,2008-05-23 04:44:00,0.522,Approved,-1,
2008-05-23T12:52:00Z,2008-05-23 04:52:00,0.522,Approved,-1,
2008-05-23T13:00:00Z,2008-05-23 05:00:00,0.495,Approved,-1,
2008-05-23T13:08:00Z,2008-05-23 05:08:00,0.495,Approved,-1,
2008-05-23T13:16:00Z,2008-05-23 05:16:00,0.467,Approved,-1,
2008-05-23T13:24:00Z,2008-05-23 05:24:00,0.467,Approved,-1,
2008-05-23T13:32:00Z,2008-05-23 05:32:00,0.467,Approved,-1,
2008-05-23T13:40:00Z,2008-05-23 05:40:00,0.467,Approved,-1,
2008-05-23T13:48:00Z,2008-05-23 05:48:00,0.467,Approved,-1,
2008-05-23T13:56:00Z,2008-05-23 05:56:00,0.467,Approved,-1,
2008-05-23T14:04:00Z,2008-05-23 06:04:00,0.495,Approved,-1,
2008-05-23T14:12:00Z,2008-05-23 06:12:00,0.495,Approved,-1,
2008-05-23T14:20:00Z,2008-05-23 06:20:00,0.522,Approved,-1,
2008-05-23T14:28:00Z,2008-05-23 06:28:00,0.522,Approved,-1,
2008-05-23T14:36:00Z,2008-05-23 06:36:00,0.55,Approved,-1,
2008-05-23T14:44:00Z,2008-05-23 06:44:00,0.577,Approved,-1,
2008-05-23T14:52:00Z,2008-05-23 06:52:00,0.605,Approved,-1,
2008-05-23T15:00:00Z,2008-05-23 07:00:00,0.605,Approved,-1,
2008-05-23T15:08:00Z,2008-05-23 07:08:00,0.632,Approved,-1,
2008-05-23T15:16:00Z,2008-05-23 07:16:00,0.687,Approved,-1,
2008-05-23T15:24:00Z,2008-05-23 07:24:00,0.715,Approved,-1,
2008-05-23T15:32:00Z,2008-05-23 07:32:00,0.742,Approved,-1,
2008-05-23T15:40:00Z,2008-05-23 07:40:00,0.797,Approved,-1,
2008-05-23T15:48:00Z,2008-05-23 07:48:00,0.852,Approved,-1,
2008-05-23T15:56:00Z,2008-05-23 07:56:00,0.88,Approved,-1,
2008-05-23T16:04:00Z,2008-05-23 08:04:00,0.907,Approved,-1,
2008-05-23T16:12:00Z,2008-05-23 08:12:00,0.934,Approved,-1,
2008-05-23T16:20:00Z,2008-05-23 08:20:00,0.962,Approved,-1,
2008-05-23T16:28:00Z,2008-05-23 08:28:00,0.989,Approved,-1,
2008-05-23T16:36:00Z,2008-05-23 08:36:00,0.989,Approved,-1,
2008-05-23T16:44:00Z,2008-05-23 08:44:00,1.017,Approved,-1,
2008-05-23T16:52:00Z,2008-05-23 08:52:00,1.044,Approved,-1,
2008-05-23T17:00:00Z,2008-05-23 09:00:00,1.071,Approved,-1,
2008-05-23T17:08:00Z,2008-05-23 09:08:00,1.126,Approved,-1,
2008-05-23T17:16:00Z,2008-05-23 09:16:00,1.18,Approved,-1,
2008-05-23T17:24:00Z,2008-05-23 09:24:00,1.208,Approved,-1,
2008-05-23T17:32:00Z,2008-05-23 09:32:00,1.262,Approved,-1,
2008-05-23T17:40:00Z,2008-05-23 09:40:00,1.317,Approved,-1,
2008-05-23T17:48:00Z,2008-05-23 09:48:00,1.371,Approved,-1,
2008-05-23T17:56:00Z,2008-05-23 09:56:00,1.425,Approved,-1,
2008-05-23T18:04:00Z,2008-05-23 10:04:00,1.507,Approved,-1,
2008-05-23T18:12:00Z,2008-05-23 10:12:00,1.561,Approved,-1,
2008-05-23T18:20:00Z,2008-05-23 10:20:00,1.643,Approved,-1,
2008-05-23T18:28:00Z,2008-05-23 10:28:00,1.724,Approved,-1,
2008-05-23T18:36:00Z,2008-05-23 10:36:00,1.832,Approved,-1,
2008-05-23T18:44:00Z,2008-05-23 10:44:00,1.913,Approved,-1,
2008-05-23T18:52:00Z,2008-05-23 10:52:00,1.994,Approved,-1,
2008-05-23T19:00:00Z,2008-05-23 11:00:00,2.074,Approved,-1,
2008-05-23T19:08:00Z,2008-05-23 11:08:00,2.155,Approved,-1,
2008-05-23T19:16:00Z,2008-05-23 11:16:00,2.262,Approved,-1,
2008-05-23T19:24:00Z,2008-05-23 11:24:00,2.316,Approved,-1,
2008-05-23T19:32:00Z,2008-05-23 11:32:00,2.396,Approved,-1,
2008-05-23T19:40:00Z,2008-05-23 11:40:00,2.477,Approved,-1,
2008-05-23T19:48:00Z,2008-05-23 11:48:00,2.557,Approved,-1,
2008-05-23T19:56:00Z,2008-05-23 11:56:00,2.69,Approved,-1,
2008-05-23T20:04:00Z,2008-05-23 12:04:00,2.797,Approved,-1,
2008-05-23T20:12:00Z,2008-05-23 12:12:00,2.903,Approved,-1,
2008-05-23T20:20:00Z,2008-05-23 12:20:00,2.983,Approved,-1,
2008-05-23T20:28:00Z,2008-05-23 12:28:00,3.116,Approved,-1,
2008-05-23T20:36:00Z,2008-05-23 12:36:00,3.195,Approved,-1,
